"Time","data1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","data1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","data1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","data1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","data1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","data1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","data1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","gateway1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","gateway1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","gateway1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","gateway1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","gateway1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","gateway1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","gateway1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker3 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker3 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker3 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker3 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker3 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker3 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker3 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker4 (digital_ocean) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker4 (digital_ocean) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker4 (digital_ocean) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker4 (digital_ocean) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker4 (digital_ocean) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker4 (digital_ocean) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker6 (hyperstacks) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker6 (hyperstacks) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker6 (hyperstacks) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker6 (hyperstacks) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker6 (hyperstacks) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker6 (hyperstacks) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","scheduler (yorizon) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","scheduler (yorizon) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","scheduler (yorizon) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","scheduler (yorizon) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","scheduler (yorizon) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","scheduler (yorizon) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","scheduler (yorizon) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z"
2026-01-04 20:40:00,18.7 ms,97.8 ms,14.4 ms,111 ms,1.14 ms,0.636 ms,0.742 ms,22.7 ms,98.0 ms,15.7 ms,110 ms,1.49 ms,0.613 ms,0.557 ms,23.6 ms,98.8 ms,15.0 ms,136 ms,1.12 ms,1.00 ms,1.41 ms,23.0 ms,97.7 ms,14.2 ms,108 ms,1.28 ms,0.603 ms,0.652 ms,109 ms,38.6 ms,25.1 ms,19.2 ms,23.0 ms,23.0 ms,38.8 ms,98.9 ms,15.2 ms,14.6 ms,14.0 ms,15.0 ms,109 ms,98.8 ms,35.1 ms,98.5 ms,97.8 ms,97.9 ms,98.0 ms
2026-01-04 20:45:00,18.8 ms,97.8 ms,14.5 ms,111 ms,1.25 ms,0.634 ms,0.748 ms,22.7 ms,99.0 ms,15.2 ms,110 ms,1.37 ms,0.576 ms,0.661 ms,23.9 ms,99.1 ms,14.9 ms,136 ms,1.20 ms,0.988 ms,1.51 ms,23.0 ms,97.7 ms,14.2 ms,108 ms,1.16 ms,0.485 ms,0.619 ms,109 ms,37.8 ms,23.7 ms,18.8 ms,23.5 ms,22.8 ms,37.7 ms,99.7 ms,15.3 ms,14.4 ms,13.9 ms,15.4 ms,109 ms,98.8 ms,35.1 ms,98.9 ms,97.8 ms,97.9 ms,98.9 ms
2026-01-04 20:50:00,19.0 ms,98.8 ms,14.5 ms,111 ms,1.30 ms,0.582 ms,0.641 ms,22.9 ms,98.0 ms,15.5 ms,110 ms,1.53 ms,7.39 ms,0.605 ms,23.9 ms,98.6 ms,15.5 ms,136 ms,1.24 ms,1.19 ms,5.92 ms,23.1 ms,98.7 ms,14.3 ms,108 ms,1.23 ms,0.438 ms,0.832 ms,110 ms,37.9 ms,24.0 ms,18.6 ms,23.5 ms,23.4 ms,38.0 ms,98.4 ms,15.8 ms,14.2 ms,14.0 ms,15.2 ms,110 ms,98.5 ms,35.1 ms,98.7 ms,98.9 ms,99.0 ms,98.1 ms
2026-01-04 20:55:00,19.1 ms,99.1 ms,14.6 ms,111 ms,1.08 ms,0.581 ms,0.691 ms,22.8 ms,98.1 ms,15.3 ms,110 ms,1.65 ms,0.603 ms,0.529 ms,24.3 ms,98.7 ms,14.9 ms,136 ms,2.55 ms,1.14 ms,1.46 ms,23.3 ms,98.6 ms,14.3 ms,108 ms,1.41 ms,0.350 ms,0.630 ms,109 ms,37.9 ms,24.1 ms,18.9 ms,23.1 ms,22.7 ms,37.8 ms,98.8 ms,15.3 ms,14.7 ms,14.0 ms,15.4 ms,109 ms,101 ms,35.1 ms,98.7 ms,98.8 ms,98.7 ms,98.0 ms
2026-01-04 21:00:00,19.1 ms,97.8 ms,14.7 ms,111 ms,1.03 ms,0.483 ms,0.657 ms,23.2 ms,97.9 ms,15.3 ms,110 ms,1.40 ms,0.543 ms,0.623 ms,24.0 ms,98.8 ms,15.0 ms,136 ms,1.04 ms,1.25 ms,1.48 ms,23.3 ms,97.8 ms,15.3 ms,108 ms,1.18 ms,0.460 ms,0.678 ms,109 ms,37.9 ms,24.1 ms,19.2 ms,23.1 ms,23.0 ms,37.9 ms,119 ms,14.9 ms,14.3 ms,17.7 ms,15.1 ms,109 ms,98.7 ms,35.1 ms,98.7 ms,97.8 ms,97.8 ms,98.0 ms
2026-01-04 21:05:00,18.6 ms,98.9 ms,127 ms,111 ms,1.19 ms,0.556 ms,0.722 ms,22.9 ms,98.1 ms,15.3 ms,110 ms,1.46 ms,0.565 ms,0.556 ms,24.4 ms,98.7 ms,15.1 ms,136 ms,1.03 ms,1.16 ms,1.58 ms,23.3 ms,98.6 ms,14.2 ms,108 ms,1.11 ms,0.414 ms,0.673 ms,109 ms,38.1 ms,24.0 ms,18.9 ms,23.7 ms,22.7 ms,38.4 ms,98.9 ms,15.2 ms,14.5 ms,14.2 ms,32.7 ms,109 ms,98.8 ms,35.1 ms,98.7 ms,99.4 ms,98.7 ms,98.0 ms
2026-01-04 21:10:00,19.0 ms,97.8 ms,14.8 ms,111 ms,1.24 ms,0.430 ms,0.731 ms,22.9 ms,98.1 ms,21.0 ms,110 ms,1.37 ms,0.502 ms,0.751 ms,24.0 ms,98.6 ms,15.1 ms,136 ms,1.02 ms,1.01 ms,1.36 ms,23.2 ms,97.7 ms,14.5 ms,108 ms,1.18 ms,0.342 ms,0.702 ms,109 ms,37.8 ms,23.7 ms,19.0 ms,23.3 ms,22.9 ms,39.4 ms,98.7 ms,15.2 ms,14.7 ms,14.3 ms,16.0 ms,109 ms,98.8 ms,35.1 ms,98.5 ms,98.0 ms,97.7 ms,98.0 ms
2026-01-04 21:15:00,18.9 ms,98.9 ms,21.3 ms,111 ms,1.24 ms,0.556 ms,0.712 ms,22.6 ms,98.0 ms,15.1 ms,110 ms,1.53 ms,0.626 ms,0.501 ms,24.3 ms,98.7 ms,17.9 ms,136 ms,1.21 ms,1.01 ms,1.35 ms,23.5 ms,98.8 ms,18.9 ms,108 ms,1.06 ms,0.586 ms,0.610 ms,109 ms,37.6 ms,23.9 ms,18.9 ms,23.2 ms,22.9 ms,37.7 ms,98.7 ms,21.9 ms,14.1 ms,20.9 ms,15.2 ms,109 ms,134 ms,35.1 ms,100 ms,98.8 ms,98.6 ms,98.1 ms
2026-01-04 21:20:00,18.7 ms,98.0 ms,19.4 ms,111 ms,1.19 ms,0.391 ms,0.715 ms,22.6 ms,98.0 ms,15.6 ms,110 ms,1.45 ms,0.602 ms,0.577 ms,24.5 ms,99.0 ms,15.1 ms,136 ms,1.15 ms,1.18 ms,1.27 ms,23.3 ms,97.7 ms,14.4 ms,108 ms,1.22 ms,0.345 ms,0.668 ms,109 ms,37.4 ms,24.2 ms,18.9 ms,23.1 ms,22.8 ms,37.5 ms,98.7 ms,17.1 ms,19.2 ms,14.2 ms,15.2 ms,110 ms,98.9 ms,35.1 ms,98.8 ms,97.9 ms,97.9 ms,98.0 ms
2026-01-04 21:25:00,18.7 ms,97.9 ms,14.5 ms,111 ms,1.000 ms,0.593 ms,0.564 ms,22.6 ms,98.0 ms,15.2 ms,110 ms,1.55 ms,0.485 ms,0.529 ms,24.0 ms,98.6 ms,15.1 ms,136 ms,1.10 ms,1.16 ms,1.26 ms,23.5 ms,97.7 ms,18.1 ms,108 ms,1.19 ms,0.333 ms,0.741 ms,109 ms,38.0 ms,24.1 ms,18.7 ms,23.2 ms,22.8 ms,37.9 ms,99.1 ms,15.3 ms,14.4 ms,18.2 ms,15.1 ms,109 ms,98.6 ms,35.1 ms,98.8 ms,97.9 ms,97.7 ms,98.0 ms
2026-01-04 21:30:00,18.7 ms,98.8 ms,14.4 ms,111 ms,1.34 ms,0.370 ms,0.759 ms,22.9 ms,98.0 ms,15.3 ms,110 ms,1.44 ms,0.602 ms,0.536 ms,23.6 ms,98.6 ms,15.0 ms,136 ms,1.13 ms,1.16 ms,1.39 ms,23.3 ms,98.6 ms,14.9 ms,108 ms,1.18 ms,0.423 ms,0.715 ms,109 ms,38.1 ms,24.1 ms,18.7 ms,23.2 ms,22.8 ms,38.3 ms,98.7 ms,15.3 ms,14.3 ms,14.6 ms,15.8 ms,109 ms,100 ms,35.1 ms,98.6 ms,98.9 ms,98.7 ms,98.1 ms
2026-01-04 21:35:00,18.7 ms,98.0 ms,14.3 ms,111 ms,1.43 ms,0.470 ms,0.712 ms,22.8 ms,98.0 ms,15.3 ms,110 ms,1.34 ms,0.574 ms,0.600 ms,23.6 ms,98.6 ms,14.8 ms,136 ms,1.07 ms,1.13 ms,1.62 ms,24.1 ms,97.8 ms,14.9 ms,108 ms,1.09 ms,0.405 ms,0.783 ms,109 ms,38.4 ms,24.0 ms,18.7 ms,23.1 ms,22.8 ms,38.6 ms,98.7 ms,14.8 ms,14.3 ms,14.7 ms,15.4 ms,110 ms,98.6 ms,35.1 ms,98.8 ms,97.8 ms,97.9 ms,98.0 ms
2026-01-04 21:40:00,18.8 ms,97.9 ms,14.3 ms,111 ms,1.43 ms,0.663 ms,0.668 ms,22.7 ms,98.0 ms,15.2 ms,110 ms,1.43 ms,0.585 ms,0.583 ms,24.0 ms,98.8 ms,15.1 ms,136 ms,1.14 ms,1.43 ms,1.45 ms,23.2 ms,97.7 ms,14.1 ms,108 ms,1.11 ms,0.584 ms,0.762 ms,109 ms,38.2 ms,23.8 ms,18.8 ms,23.4 ms,22.9 ms,38.5 ms,98.8 ms,15.1 ms,14.3 ms,14.6 ms,15.4 ms,109 ms,98.7 ms,35.1 ms,98.7 ms,98.0 ms,97.7 ms,98.0 ms
2026-01-04 21:45:00,19.2 ms,98.0 ms,14.3 ms,111 ms,1.46 ms,0.541 ms,0.910 ms,22.8 ms,98.1 ms,15.3 ms,110 ms,1.33 ms,0.641 ms,0.613 ms,24.4 ms,98.7 ms,15.0 ms,136 ms,1.08 ms,1.20 ms,1.49 ms,23.3 ms,97.8 ms,14.5 ms,108 ms,1.24 ms,0.329 ms,0.669 ms,109 ms,39.0 ms,23.8 ms,19.3 ms,23.2 ms,23.1 ms,37.8 ms,98.7 ms,15.5 ms,14.3 ms,14.0 ms,17.9 ms,109 ms,99.4 ms,35.1 ms,98.6 ms,98.4 ms,97.8 ms,98.0 ms
2026-01-04 21:50:00,18.8 ms,97.8 ms,16.4 ms,111 ms,1.20 ms,0.568 ms,0.811 ms,22.8 ms,98.0 ms,15.0 ms,110 ms,1.35 ms,0.605 ms,0.625 ms,24.0 ms,99.2 ms,14.7 ms,136 ms,1.02 ms,0.995 ms,1.35 ms,23.3 ms,97.9 ms,13.9 ms,108 ms,1.20 ms,0.714 ms,0.695 ms,109 ms,37.9 ms,24.2 ms,18.9 ms,23.4 ms,22.7 ms,38.4 ms,98.9 ms,16.1 ms,18.9 ms,14.4 ms,15.3 ms,110 ms,99.8 ms,35.1 ms,98.6 ms,97.8 ms,97.8 ms,98.0 ms
2026-01-04 21:55:00,19.1 ms,97.9 ms,14.7 ms,111 ms,1.10 ms,0.674 ms,0.723 ms,22.5 ms,98.0 ms,15.5 ms,110 ms,1.51 ms,0.661 ms,0.528 ms,24.2 ms,98.7 ms,15.0 ms,136 ms,0.955 ms,1.01 ms,1.55 ms,23.5 ms,97.7 ms,13.9 ms,108 ms,1.05 ms,0.336 ms,0.662 ms,110 ms,46.6 ms,24.0 ms,18.7 ms,23.3 ms,22.9 ms,47.8 ms,98.9 ms,15.1 ms,14.6 ms,14.4 ms,15.3 ms,109 ms,102 ms,35.1 ms,103 ms,97.9 ms,97.7 ms,98.0 ms
2026-01-04 22:00:00,18.7 ms,97.9 ms,14.8 ms,111 ms,1.34 ms,0.444 ms,0.692 ms,23.0 ms,98.0 ms,15.7 ms,110 ms,1.42 ms,0.614 ms,0.645 ms,24.0 ms,98.5 ms,15.0 ms,136 ms,1.25 ms,1.04 ms,1.62 ms,23.3 ms,97.7 ms,14.8 ms,108 ms,1.32 ms,0.425 ms,0.701 ms,110 ms,38.4 ms,23.9 ms,18.7 ms,23.3 ms,22.8 ms,38.3 ms,98.8 ms,15.3 ms,14.3 ms,15.0 ms,19.8 ms,109 ms,99.1 ms,35.1 ms,98.9 ms,97.8 ms,97.8 ms,98.0 ms
2026-01-04 22:05:00,18.8 ms,98.4 ms,14.7 ms,111 ms,1.12 ms,0.507 ms,0.743 ms,22.8 ms,98.0 ms,16.2 ms,110 ms,1.38 ms,0.545 ms,0.645 ms,23.9 ms,98.6 ms,14.7 ms,136 ms,1.02 ms,1.14 ms,2.67 ms,24.2 ms,97.7 ms,14.1 ms,108 ms,1.03 ms,0.423 ms,0.727 ms,110 ms,38.1 ms,24.3 ms,18.6 ms,24.3 ms,22.8 ms,38.2 ms,98.8 ms,14.9 ms,14.5 ms,14.6 ms,15.1 ms,109 ms,99.5 ms,35.1 ms,98.7 ms,97.9 ms,97.8 ms,98.0 ms
2026-01-04 22:10:00,18.9 ms,97.8 ms,14.8 ms,111 ms,1.22 ms,0.321 ms,0.716 ms,23.0 ms,98.0 ms,15.2 ms,110 ms,1.44 ms,0.593 ms,0.807 ms,24.2 ms,98.9 ms,14.7 ms,136 ms,1.08 ms,10.0 ms,1.32 ms,23.5 ms,97.7 ms,14.1 ms,108 ms,15.0 ms,0.355 ms,0.651 ms,109 ms,38.0 ms,24.0 ms,18.9 ms,23.6 ms,23.2 ms,38.1 ms,98.9 ms,15.0 ms,14.2 ms,14.5 ms,15.1 ms,109 ms,98.7 ms,35.1 ms,98.7 ms,97.8 ms,97.9 ms,98.1 ms
2026-01-04 22:15:00,18.9 ms,98.8 ms,14.6 ms,111 ms,1.18 ms,0.442 ms,0.719 ms,22.7 ms,98.8 ms,15.3 ms,110 ms,1.37 ms,0.548 ms,0.476 ms,23.7 ms,99.6 ms,14.9 ms,136 ms,1.11 ms,1.03 ms,1.67 ms,23.7 ms,98.6 ms,14.0 ms,108 ms,1.35 ms,0.365 ms,0.713 ms,109 ms,38.2 ms,23.8 ms,18.8 ms,23.8 ms,22.6 ms,38.1 ms,98.7 ms,15.4 ms,14.5 ms,14.3 ms,29.5 ms,109 ms,98.6 ms,35.1 ms,99.7 ms,98.8 ms,98.6 ms,98.9 ms
2026-01-04 22:20:00,18.9 ms,97.9 ms,14.4 ms,111 ms,1.33 ms,0.595 ms,0.786 ms,23.1 ms,98.1 ms,15.2 ms,110 ms,1.61 ms,0.655 ms,0.702 ms,24.1 ms,98.8 ms,16.4 ms,136 ms,1.05 ms,1.08 ms,1.56 ms,23.1 ms,97.7 ms,14.0 ms,108 ms,1.12 ms,0.370 ms,0.668 ms,109 ms,39.2 ms,24.3 ms,18.9 ms,23.6 ms,23.0 ms,37.9 ms,98.7 ms,15.1 ms,14.5 ms,14.3 ms,15.4 ms,110 ms,98.6 ms,35.1 ms,99.0 ms,98.0 ms,97.7 ms,98.0 ms
2026-01-04 22:25:00,18.7 ms,98.1 ms,14.7 ms,111 ms,1.13 ms,0.504 ms,0.813 ms,22.7 ms,97.9 ms,15.2 ms,110 ms,1.58 ms,0.623 ms,0.572 ms,24.0 ms,99.8 ms,15.1 ms,136 ms,1.07 ms,1.36 ms,1.49 ms,23.4 ms,97.8 ms,14.5 ms,108 ms,1.31 ms,0.404 ms,0.696 ms,109 ms,37.8 ms,24.5 ms,18.6 ms,23.0 ms,22.6 ms,38.3 ms,98.8 ms,14.9 ms,14.6 ms,14.2 ms,15.4 ms,109 ms,98.7 ms,35.1 ms,99.6 ms,97.9 ms,97.8 ms,98.0 ms
2026-01-04 22:30:00,18.7 ms,98.0 ms,14.3 ms,111 ms,1.26 ms,0.565 ms,0.695 ms,23.0 ms,98.2 ms,15.3 ms,110 ms,1.35 ms,0.483 ms,0.559 ms,24.3 ms,99.0 ms,15.2 ms,136 ms,1.18 ms,1.10 ms,1.34 ms,23.6 ms,97.8 ms,14.6 ms,108 ms,1.38 ms,0.538 ms,0.639 ms,109 ms,40.7 ms,24.1 ms,18.7 ms,23.2 ms,22.8 ms,37.9 ms,98.9 ms,15.1 ms,14.3 ms,14.2 ms,15.0 ms,109 ms,98.7 ms,35.1 ms,98.7 ms,97.8 ms,97.9 ms,98.0 ms
2026-01-04 22:35:00,18.8 ms,97.7 ms,14.3 ms,111 ms,1.25 ms,0.408 ms,0.708 ms,22.9 ms,98.0 ms,16.3 ms,110 ms,1.35 ms,0.617 ms,0.534 ms,23.8 ms,99.8 ms,16.1 ms,136 ms,1.06 ms,1.00 ms,1.44 ms,23.0 ms,97.8 ms,14.3 ms,108 ms,1.12 ms,0.483 ms,0.678 ms,109 ms,38.3 ms,24.0 ms,18.7 ms,23.1 ms,23.1 ms,37.8 ms,99.2 ms,15.2 ms,14.4 ms,14.1 ms,15.5 ms,109 ms,98.6 ms,35.1 ms,99.7 ms,97.8 ms,98.1 ms,98.0 ms
2026-01-04 22:40:00,19.2 ms,97.9 ms,14.7 ms,111 ms,1.25 ms,0.451 ms,0.686 ms,23.0 ms,98.0 ms,15.5 ms,110 ms,1.41 ms,0.779 ms,0.738 ms,24.0 ms,100.0 ms,16.0 ms,136 ms,1.07 ms,1.20 ms,1.61 ms,23.2 ms,97.7 ms,14.4 ms,108 ms,1.19 ms,0.600 ms,0.670 ms,109 ms,38.2 ms,23.9 ms,18.8 ms,23.2 ms,22.9 ms,38.0 ms,99.2 ms,15.8 ms,14.4 ms,14.2 ms,16.9 ms,109 ms,98.5 ms,35.1 ms,99.9 ms,98.0 ms,97.9 ms,98.0 ms
2026-01-04 22:45:00,18.7 ms,97.8 ms,14.7 ms,111 ms,1.11 ms,0.447 ms,0.760 ms,22.8 ms,98.0 ms,15.1 ms,110 ms,1.43 ms,0.515 ms,0.595 ms,23.8 ms,98.6 ms,15.3 ms,136 ms,1.03 ms,1.07 ms,1.40 ms,23.5 ms,97.8 ms,14.2 ms,108 ms,1.18 ms,0.533 ms,0.648 ms,109 ms,37.9 ms,24.1 ms,18.7 ms,23.2 ms,23.1 ms,37.9 ms,98.6 ms,15.1 ms,14.4 ms,14.0 ms,15.3 ms,110 ms,98.6 ms,35.1 ms,98.8 ms,98.0 ms,97.8 ms,98.3 ms
2026-01-04 22:50:00,18.8 ms,97.8 ms,14.4 ms,111 ms,2.00 ms,0.354 ms,0.759 ms,22.8 ms,98.0 ms,15.3 ms,110 ms,1.40 ms,0.552 ms,0.569 ms,24.2 ms,99.6 ms,15.0 ms,136 ms,0.989 ms,1.00 ms,1.40 ms,23.0 ms,97.8 ms,19.6 ms,108 ms,1.28 ms,0.452 ms,0.688 ms,109 ms,38.0 ms,23.8 ms,18.9 ms,23.1 ms,23.0 ms,38.1 ms,99.0 ms,14.9 ms,14.2 ms,17.6 ms,15.8 ms,109 ms,98.6 ms,35.1 ms,99.7 ms,97.8 ms,97.7 ms,98.0 ms
2026-01-04 22:55:00,18.7 ms,98.9 ms,14.5 ms,111 ms,1.15 ms,0.591 ms,0.693 ms,22.7 ms,99.0 ms,15.1 ms,110 ms,1.42 ms,0.586 ms,0.633 ms,23.8 ms,98.6 ms,15.1 ms,136 ms,1.27 ms,1.19 ms,1.38 ms,23.2 ms,98.6 ms,14.2 ms,108 ms,1.21 ms,0.686 ms,0.636 ms,109 ms,37.9 ms,24.1 ms,18.9 ms,23.3 ms,22.7 ms,37.9 ms,98.9 ms,15.2 ms,17.5 ms,14.2 ms,15.5 ms,110 ms,98.7 ms,35.1 ms,98.7 ms,98.9 ms,98.6 ms,97.9 ms
2026-01-04 23:00:00,19.2 ms,97.8 ms,15.0 ms,111 ms,1.18 ms,0.564 ms,0.849 ms,22.6 ms,98.0 ms,15.4 ms,110 ms,2.04 ms,0.561 ms,0.597 ms,23.8 ms,99.7 ms,15.1 ms,136 ms,1.06 ms,1.04 ms,1.32 ms,23.4 ms,97.8 ms,14.3 ms,108 ms,1.18 ms,0.560 ms,0.645 ms,109 ms,38.0 ms,24.0 ms,19.3 ms,23.0 ms,22.7 ms,38.2 ms,98.7 ms,14.9 ms,20.7 ms,14.1 ms,16.5 ms,110 ms,99.0 ms,35.1 ms,99.8 ms,98.0 ms,98.0 ms,98.0 ms
2026-01-04 23:05:00,18.6 ms,97.8 ms,14.5 ms,111 ms,1.20 ms,0.561 ms,0.654 ms,22.6 ms,98.0 ms,15.8 ms,110 ms,1.43 ms,0.619 ms,0.502 ms,24.1 ms,98.9 ms,14.9 ms,136 ms,1.20 ms,1.07 ms,1.40 ms,23.2 ms,97.7 ms,14.1 ms,108 ms,1.14 ms,0.501 ms,0.757 ms,109 ms,38.3 ms,23.8 ms,18.8 ms,23.3 ms,23.0 ms,39.3 ms,99.1 ms,14.9 ms,14.4 ms,14.1 ms,15.2 ms,109 ms,98.8 ms,35.1 ms,98.5 ms,97.9 ms,98.8 ms,98.0 ms
2026-01-04 23:10:00,18.6 ms,97.9 ms,14.6 ms,111 ms,1.15 ms,0.608 ms,0.719 ms,23.1 ms,98.0 ms,16.0 ms,110 ms,1.40 ms,0.709 ms,0.622 ms,24.1 ms,98.6 ms,15.4 ms,136 ms,1.13 ms,1.31 ms,1.40 ms,23.2 ms,97.7 ms,14.0 ms,108 ms,1.07 ms,0.427 ms,0.708 ms,110 ms,37.7 ms,23.9 ms,19.0 ms,23.1 ms,22.9 ms,37.9 ms,98.5 ms,15.0 ms,14.3 ms,14.2 ms,15.4 ms,109 ms,100 ms,35.1 ms,98.7 ms,97.9 ms,97.9 ms,98.0 ms
2026-01-04 23:15:00,18.8 ms,97.8 ms,14.4 ms,111 ms,1.12 ms,0.523 ms,0.789 ms,22.6 ms,98.8 ms,15.1 ms,110 ms,1.34 ms,0.637 ms,0.492 ms,23.9 ms,98.7 ms,15.1 ms,136 ms,1.08 ms,1.04 ms,1.40 ms,23.1 ms,97.7 ms,14.1 ms,108 ms,1.00 ms,0.308 ms,0.900 ms,110 ms,38.0 ms,24.2 ms,18.8 ms,23.4 ms,22.9 ms,37.9 ms,98.6 ms,15.3 ms,14.4 ms,14.1 ms,15.3 ms,109 ms,98.8 ms,35.1 ms,98.7 ms,97.9 ms,97.7 ms,98.9 ms
2026-01-04 23:20:00,19.1 ms,98.9 ms,14.4 ms,111 ms,1.25 ms,0.574 ms,0.704 ms,22.8 ms,98.0 ms,15.3 ms,110 ms,1.56 ms,0.604 ms,0.582 ms,23.9 ms,98.6 ms,15.0 ms,136 ms,1.11 ms,1.06 ms,1.39 ms,23.2 ms,98.6 ms,17.2 ms,108 ms,1.20 ms,0.592 ms,0.698 ms,109 ms,37.8 ms,24.4 ms,19.2 ms,23.3 ms,22.6 ms,37.8 ms,98.7 ms,14.8 ms,23.1 ms,15.7 ms,15.2 ms,109 ms,99.3 ms,35.1 ms,98.7 ms,99.2 ms,98.6 ms,98.0 ms
